Battery,FromToID,n_cycles,total_NPV,total_EUR
Nabiye 11-23,ABWI102021306603W400,2,97996.65158752186,1514.0211573222855
Mahihkan Battery 02-21,ABWI107021506504W400,1,95734.64575537691,897.3548264378612
Mahihkan Battery 02-21,ABWI108091506504W400,2,93240.0200334497,1478.9764061776218
Mahihkan Battery 02-21,ABWI108152906504W400,3,90797.40874419385,2082.4716546765676
Mahihkan Battery 02-21,ABWI109142806504W400,1,89367.43166554741,868.3728455300563
Mahihkan Battery 02-21,ABWI106152706504W400,1,86443.32204610354,860.2610928488026
Mahihkan Battery 02-21,ABWI102022206604W400,1,84526.57549995245,853.3866756301757
Mahihkan Battery 02-21,ABWI103010306604W400,2,82885.81199014917,1462.9306480721748
Mahihkan Battery 02-21,ABWI100043506504W400,2,82741.46695418903,1457.7864350234581
Mahihkan Battery 02-21,ABWI102142606504W400,1,80735.3668667567,844.5569634051875
Mahihkan Battery 02-21,ABWI109032206504W400,1,80085.84197553253,870.2144798735219
Mahihkan Battery 02-21,ABWI103133506504W400,1,79365.00680222313,841.0755953301691
Mahihkan Battery 02-21,ABWI107112606504W400,1,78884.01739023483,828.3483709313638
Mahihkan Battery 02-21,ABWI100071506504W400,2,78196.36569289363,1454.9209965758178
Mahihkan Battery 02-21,ABWI107023506504W400,1,78160.11969159,839.0347998798717
Nabiye 11-23,ABWI104042406603W400,2,76383.45880273475,1425.4027441597816
Nabiye 11-23,ABWI103062406603W400,1,74330.18007914936,820.5254088969253
Mahihkan Battery 02-21,ABWI107112806504W400,1,73567.74020611221,835.817832964445
Mahihkan Battery 02-21,ABWI104062206504W400,1,73564.2290763302,821.4727277747484
Mahihkan Battery 02-21,ABWI107102806504W400,1,73080.11262496993,825.8751652676956
Mahihkan Battery 02-21,ABWI109091606504W400,3,72986.00880759984,2048.6635827146715
Mahihkan Battery 02-21,ABWI102041506604W400,1,72221.73953569589,814.5736238445747
Nabiye 11-23,ABWI104021306603W400,1,70780.28569763532,814.8900851666479
Mahihkan Battery 02-21,ABWI105112806604W400,2,69981.29205311144,1431.6868170141533
Mahihkan Battery 02-21,ABWI100102706504W400,1,68361.94367140435,815.9567407443689
Mahihkan Battery 02-21,ABWI109111406504W400,1,64958.3210309626,795.073174591132
Nabiye 11-23,ABWI102071306603W400,1,64616.25094531437,801.5211082622311
Nabiye 11-23,ABWI108130106603W400,1,64068.46361873406,797.7263065767614
Mahihkan Battery 02-21,ABWI106060906604W400,1,60750.547415049776,780.6580690656723
Mahihkan Battery 02-21,ABWI111022206504W400,1,60599.093325958325,785.1515201652243
Nabiye 11-23,ABWI106122506603W400,1,59112.84997372894,783.1206296155
Mahihkan Battery 02-21,ABWI106081506504W400,2,58640.86586820024,1412.5538177437527
Mahihkan Battery 02-21,ABWI100090506604W400,1,57847.772689509446,771.4378456224375
Mahihkan Battery 02-21,ABWI103092906504W400,1,57350.74569609086,768.7498544389643
Mahihkan Battery 02-21,ABWI107030306604W402,1,56742.35388949136,778.001049579771
Mahihkan Battery 02-21,ABWI102102906504W400,1,53800.2354111886,764.1484386889814
Nabiye 11-23,ABWI102121306603W400,1,53568.50342833948,756.403932262497
Mahihkan Battery 02-21,ABWI104112806604W400,2,53187.140451376865,1365.3851521374686
Mahihkan Battery 02-21,ABWI103101006504W400,1,52928.7008077366,753.9429706473935
Mahihkan Battery 02-21,ABWI102093406504W400,1,51010.46800915868,758.9295961657898
Nabiye 11-23,ABWI102162406603W400,2,50886.79833899391,1350.4185637729527
Mahihkan Battery 02-21,ABWI102142106604W400,1,47055.47035001613,741.3686698963486
Mahihkan Battery 02-21,ABWI102032106604W400,2,45503.35440232351,1340.0457187035136
Mahihkan Battery 02-21,ABWI109082106504W400,2,44956.23885456822,1351.603248656685
Mahihkan Battery 02-21,ABWI108101006504W400,1,44440.800057596876,734.0671202577537
Mahihkan Battery 02-21,ABWI108141506504W400,1,44141.16679395228,744.6702687221255
Nabiye 11-23,ABWI103081106603W400,2,43044.047209993725,1342.5060162292355
Nabiye 11-23,ABWI100021306603W400,2,42673.89785301457,1334.2491853738823
Mahihkan Battery 02-21,ABWI102072106604W400,1,42165.51478281593,725.6181922729749
Mahihkan Battery 02-21,ABWI107143406504W400,1,42020.85727767422,726.0868150031877
Mahihkan Battery 02-21,ABWI103131406504W400,1,41534.57415339956,722.3861115655541
Mahihkan Battery 02-21,ABWI111131406504W400,2,40829.45438116175,1326.7388680842919
Mahihkan Battery 02-21,ABWI112092906504W400,2,35720.569340888374,1308.4455571427932
Mahihkan Battery 02-21,ABWI102141606604W400,1,35107.551675952345,699.2042237312133
Mahihkan Battery 02-21,ABWI103032206504W400,1,34641.59803574975,707.6365552375082
Mahihkan Battery 02-21,ABWI104092106504W400,2,33959.13763145081,1321.1631255582956
Mahihkan Battery 02-21,ABWI109113506504W400,1,31852.19406002406,694.4086950160676
Nabiye 11-23,ABWI104011306603W400,2,30987.170547956357,1300.199648790974
Mahihkan Battery 02-21,ABWI110122606504W400,2,29883.649908433857,1306.790564569059
Mahihkan Battery 02-21,ABWI100133506504W400,3,29087.21138117359,1895.9311768056798
Mahihkan Battery 02-21,ABWI102032206504W400,1,28677.450214051845,682.5382163193625
Mahihkan Battery 02-21,ABWI108161006504W400,2,27248.053375669166,1282.0499761042893
Mahihkan Battery 02-21,ABWI102063306604W400,1,25623.08880046768,679.6320366431353
Mahihkan Battery 02-21,ABWI104142806604W400,1,24175.32842020654,684.3129351884677
Mahihkan Battery 02-21,ABWI103052606504W400,2,23909.75118635662,1268.0155759468998
Mahihkan Battery 02-21,ABWI102043506504W400,2,22865.78000040094,1261.7431784367568
Nabiye 11-23,ABWI106041206603W400,1,22491.13114104275,666.4944326596367
Mahihkan Battery 02-21,ABWI104151406504W400,4,19620.882392514235,2472.368782589183
Mahihkan Battery 02-21,ABWI102142806604W400,2,17196.78828064911,1250.30759018567
Mahihkan Battery 02-21,ABWI104112206504W400,2,13070.338673489256,1237.8391850229807
Mahihkan Battery 02-21,ABWI100032206504W400,1,12437.308708518802,654.2795913787966
Nabiye 11-23,ABWI100032406603W400,3,11194.257521009917,1835.742749921642
Mahihkan Battery 02-21,ABWI107091506504W400,3,10898.021634183238,1847.709232631285
Mahihkan Battery 02-21,ABWI112092706504W400,1,10783.303541677855,632.3651167159943
Mahihkan Battery 02-21,ABWI103130306604W400,1,9078.995817268738,627.921035727887
Nabiye 11-23,ABWI105131306603W400,3,8661.498251935733,1831.685236993978
Mahihkan Battery 02-21,ABWI102151506504W400,1,7918.062792308101,625.641312089669
Mahihkan Battery 02-21,ABWI107032306504W400,1,7609.634222337252,624.0740043974005
Nabiye 11-23,ABWI103091106603W400,2,4891.7677434092475,1217.0187363143482
Mahihkan Battery 02-21,ABWI103162906504W400,1,2732.0246872152784,606.7616266709431
Mahihkan Battery 02-21,ABWI108131406504W400,2,2723.0897665346856,1225.247747200429
Mahihkan Battery 02-21,ABWI105082906504W400,1,2328.3432419190294,611.5596534502164
Mahihkan Battery 02-21,ABWI102161506504W400,1,1981.7942908188415,605.1174988735205
Mahihkan Battery 02-21,ABWI107101006504W400,1,1435.6932485062498,602.3921345001947
Mahihkan Battery 02-21,ABWI108021506504W400,1,-1427.9664612460333,590.9734980156107
Nabiye 11-23,ABWI104160206603W400,1,-4397.309051244311,590.4175706514036
Mahihkan Battery 02-21,ABWI104102806504W400,1,-8057.558009509456,573.4657734458125
Mahihkan Battery 02-21,ABWI102092106504W400,1,-8892.463453287437,571.7767994628709
Mahihkan Battery 02-21,ABWI107101506504W400,3,-10457.013693274886,1774.0074851040106
Nabiye 11-23,ABWI105161206603W400,1,-10838.995759816087,564.7004012909154
Nabiye 11-23,ABWI102151206603W400,1,-13463.886744710553,556.8991183213138
Mahihkan Battery 02-21,ABWI110161506504W400,2,-17018.761099884046,1158.601038359489
Nabiye 11-23,ABWI103121206603W402,3,-18170.73979375993,1743.2468528193347
Nabiye 11-23,ABWI100042406603W400,2,-18379.924915175085,1142.4321091725556
Mahihkan Battery 02-21,ABWI112082106504W400,1,-18678.45952722303,551.045887736647
Mahihkan Battery 02-21,ABWI102101006504W400,1,-20838.916592391695,536.0602219838911
Mahihkan Battery 02-21,ABWI104033506504W402,1,-20961.293406718105,538.5761068074554
Mahihkan Battery 02-21,ABWI113102906504W400,2,-21400.952632125594,1128.8825531641205
Mahihkan Battery 02-21,ABWI107062806504W400,1,-22245.773315379676,540.4844678320909
Mahihkan Battery 02-21,ABWI105151006504W400,1,-23380.784398230724,531.3175813708092
Mahihkan Battery 02-21,ABWI100141606604W400,1,-23875.44885963507,525.6943018352406
Mahihkan Battery 02-21,ABWI109092706504W400,2,-24286.13110067857,1127.268159251487
Mahihkan Battery 02-21,ABWI104072606504W400,1,-24383.63865514723,531.0775892628556
Mahihkan Battery 02-21,ABWI110161606504W400,3,-24839.52996147127,1731.073292964972
Mahihkan Battery 02-21,ABWI103121506504W400,3,-25293.891291135154,1724.534593434334
Mahihkan Battery 02-21,ABWI105081506504W400,3,-28410.101571111125,1731.6365946440765
Mahihkan Battery 02-21,ABWI109160306604W400,1,-28584.625141753124,512.8482507727316
Nabiye 11-23,ABWI102111206603W400,2,-29099.846032880618,1114.9532987015689
Mahihkan Battery 02-21,ABWI105132806504W400,1,-34000.02715570362,500.2268234835535
Mahihkan Battery 02-21,ABWI107010306604W400,1,-34726.61538289365,497.42428268805486
Mahihkan Battery 02-21,ABWI103052206504W400,2,-36040.2303317769,1110.782990008573
Mahihkan Battery 02-21,ABWI108112606504W400,1,-36624.99492780384,485.798303189037
Mahihkan Battery 02-21,ABWI110161006504W400,3,-37514.03164632466,1689.791681037253
Mahihkan Battery 02-21,ABWI104132806504W400,1,-37544.29279247507,486.7294533689645
Nabiye 11-23,ABWI100161406603W400,2,-39334.57690496159,1084.187387779909
Mahihkan Battery 02-21,ABWI110052706504W400,1,-40964.641927565426,474.5288227260008
Mahihkan Battery 02-21,ABWI112052206504W400,1,-41737.25898538526,477.5465888114581
Mahihkan Battery 02-21,ABWI104111506504W400,1,-41742.37110415168,478.2166506102007
Mahihkan Battery 02-21,ABWI103152106604W400,1,-42301.28840528689,480.6563951130288
Mahihkan Battery 02-21,ABWI105073506504W400,1,-42445.16681005,471.6092568966531
Mahihkan Battery 02-21,ABWI100072806604W400,1,-43095.891817171505,483.4426838961656
Mahihkan Battery 02-21,ABWI109152906504W400,1,-43852.335486232594,466.2868682289492
Mahihkan Battery 02-21,ABWI110101506504W400,1,-44024.27188957578,477.959819441718
Mahihkan Battery 02-21,ABWI109011506504W400,2,-44628.39203489642,1069.9864693881334
Mahihkan Battery 02-21,ABWI104151606504W400,1,-44966.56476034363,462.4450818991351
Nabiye 11-23,ABWI108051206603W400,1,-46318.71156578766,456.62246664942194
Mahihkan Battery 02-21,ABWI108072206504W400,3,-48528.534400464596,1658.5797347073517
Mahihkan Battery 02-21,ABWI107082106504W400,2,-48566.92709831725,1059.6916559486533
Mahihkan Battery 02-21,ABWI109091006504W400,1,-49760.239705517335,451.52104979733286
Mahihkan Battery 02-21,ABWI111082706504W400,1,-51102.817901523325,451.6076977835463
Nabiye 11-23,ABWI100091206603W400,1,-51126.85068771749,445.5501985854186
Mahihkan Battery 02-21,ABWI1S0032806604W400,1,-51135.3432959755,456.7216097315576
Mahihkan Battery 02-21,ABWI107063306604W400,1,-52140.99220866268,439.1968779926712
Mahihkan Battery 02-21,ABWI105012106504W400,1,-54809.39479842567,436.2338186545785
Mahihkan Battery 02-21,ABWI108101406504W400,1,-56282.80487796821,428.8102835963378
Mahihkan Battery 02-21,ABWI1S0022806604W400,1,-56815.93221299061,427.7974195388245
Mahihkan Battery 02-21,ABWI102102706504W400,1,-56991.23741369539,432.92177247571647
Mahihkan Battery 02-21,ABWI106103406504W400,1,-57424.11571878893,433.125615808139
Nabiye 11-23,ABWI100101206603W400,2,-59012.86671911148,1024.074097561008
Mahihkan Battery 02-21,ABWI105022806604W400,2,-60066.68235955973,1016.9940992141428
Nabiye 11-23,ABWI105041206603W400,2,-60368.12403780584,1034.5080990866077
Mahihkan Battery 02-21,ABWI106111006504W400,1,-62766.11087640323,416.3340955160045
Mahihkan Battery 02-21,ABWI103112206504W400,2,-65241.88112112148,1001.9036024046402
Nabiye 11-23,ABWI103081306603W400,3,-65972.01212669406,1603.3888310482596
Mahihkan Battery 02-21,ABWI109151506504W400,1,-68456.7029304347,394.12338958149
Mahihkan Battery 02-21,ABWI100152106504W400,1,-70179.6297537303,386.3794080255333
Mahihkan Battery 02-21,ABWI100081606604W400,1,-70320.11545029751,389.2525033179903
Mahihkan Battery 02-21,ABWI100052606504W400,2,-73455.561950425,987.3558335539651
Mahihkan Battery 02-21,ABWI100142906504W400,3,-73662.29408258357,1572.9568813349154
Mahihkan Battery 02-21,ABWI103113506504W400,2,-73902.41428617021,981.1260885355082
Mahihkan Battery 02-21,ABWI100032806504W400,1,-74480.57086377987,374.5320433608718
Mahihkan Battery 02-21,ABWI100070306604W400,2,-75658.24414270342,976.1947366081478
Mahihkan Battery 02-21,ABWI104062706504W400,1,-76150.78929055651,374.0476187724354
Mahihkan Battery 02-21,ABWI102101506504W400,2,-77249.25520994818,973.1402440128874
Mahihkan Battery 02-21,ABWI105132606504W400,3,-78381.34955836553,1566.1853090209806
Mahihkan Battery 02-21,ABWI104122206504W400,1,-79098.08438261707,362.2654014262056
Mahihkan Battery 02-21,ABWI100102906504W400,1,-79453.07515308498,364.2474053404465
Mahihkan Battery 02-21,ABWI100020306604W400,1,-80644.33045797939,357.0604549818234
Mahihkan Battery 02-21,ABWI105162906504W400,1,-80782.95163713601,356.1700550029796
Mahihkan Battery 02-21,ABWI102072706504W400,2,-89777.52238653312,941.6917433217043
Mahihkan Battery 02-21,ABWI105133506504W400,1,-90193.5964346876,339.3351055755872
Mahihkan Battery 02-21,ABWI103161506504W400,2,-90784.70881682937,923.8680741260353
Nabiye 11-23,ABWI102161206603W400,2,-92559.21991833378,924.6876003818124
Mahihkan Battery 02-21,ABWI108062206504W400,3,-95243.0387712573,1558.3643824554886
Mahihkan Battery 02-21,ABWI112101506504W400,1,-97958.59087830497,306.7636276606356
Mahihkan Battery 02-21,ABWI105092106504W400,1,-98140.9073870497,305.3097745686456
Mahihkan Battery 02-21,ABWI100092206504W400,2,-98485.41162897463,901.9133367178694
Mahihkan Battery 02-21,ABWI106063506504W402,1,-100374.32613778165,297.4003788878748
Nabiye 11-23,ABWI104161206603W400,1,-100826.36952504214,301.376549494163
Nabiye 11-23,ABWI105051206603W400,3,-100994.94699481173,1503.9448025274653
Mahihkan Battery 02-21,ABWI110021506504W400,1,-101419.90221766458,298.3416631057187
Mahihkan Battery 02-21,ABWI102112906504W400,1,-101531.10331414445,295.8584936454144
Mahihkan Battery 02-21,ABWI104032806604W400,1,-102090.99733093032,290.9194337142844
Nabiye 11-23,ABWI107051206603W400,2,-102249.75216195435,897.5264404865502
Mahihkan Battery 02-21,ABWI105082706504W400,2,-104694.15113516417,882.036118802654
Mahihkan Battery 02-21,ABWI112121106504W400,1,-105463.86652916783,283.23862813182524
Mahihkan Battery 02-21,ABWI106111506504W400,3,-108505.80342072202,1488.7176819951264
Mahihkan Battery 02-21,ABWI103023506504W400,1,-109492.58290778783,270.18954062675635
Mahihkan Battery 02-21,ABWI105103406504W400,1,-110501.32473301902,268.52978131772335
Mahihkan Battery 02-21,ABWI105101506504W400,1,-110544.75535302464,267.56240520007685
Mahihkan Battery 02-21,ABWI109052806504W400,1,-111565.13692659717,265.0652246262565
Mahihkan Battery 02-21,ABWI106112706504W400,2,-112594.71819508783,863.135607791572
Nabiye 11-23,ABWI100121306603W400,2,-113524.19420866076,863.1209881024574
Mahihkan Battery 02-21,ABWI108162706504W400,1,-113682.55302151045,256.9271052984004
Mahihkan Battery 02-21,ABWI104052606504W400,1,-114638.14344520934,255.25168914384287
Mahihkan Battery 02-21,ABWI105083406504W400,1,-115608.29161114524,250.6278762494593
Mahihkan Battery 02-21,ABWI102082206504W400,1,-116087.19771215795,250.4297813195851
Mahihkan Battery 02-21,ABWI108163406504W400,1,-116212.89550758139,252.97954559206352
Mahihkan Battery 02-21,ABWI100073506504W400,1,-117096.72041685085,249.1833240215763
Mahihkan Battery 02-21,ABWI109131106504W400,1,-117570.48825195146,243.7664865512876
Mahihkan Battery 02-21,ABWI104090306604W400,1,-119999.2990243182,238.20795743685463
Mahihkan Battery 02-21,ABWI107103406504W400,1,-120877.9642356666,237.35280490927545
Mahihkan Battery 02-21,ABWI105032206504W400,2,-121707.74309956611,836.9331447761792
Mahihkan Battery 02-21,ABWI110102206504W400,2,-122916.45342254144,836.1911855966474
Nabiye 11-23,ABWI1W0042406603W400,3,-124008.82250659364,1428.4800553078894
Mahihkan Battery 02-21,ABWI102111506504W400,1,-124508.08694185014,231.9564256936972
Mahihkan Battery 02-21,ABWI103151406504W400,1,-124820.63904979707,223.74465845313009
Mahihkan Battery 02-21,ABWI105093406504W400,1,-125164.43550115728,222.7994281345134
Nabiye 11-23,ABWI102031206603W400,1,-125211.99469380661,226.3032507700997
Mahihkan Battery 02-21,ABWI107102106504W400,1,-126134.25145118288,222.67015701028257
Nabiye 11-23,ABWI102101206603W400,2,-128453.05627614805,813.0262589134884
Mahihkan Battery 02-21,ABWI107013406504W400,2,-128502.02000784101,812.4159861486906
Mahihkan Battery 02-21,ABWI109061506504W400,2,-128734.7915928291,814.6424072310255
Mahihkan Battery 02-21,ABWI109161406504W400,1,-128816.89889658008,210.846373551588
Mahihkan Battery 02-21,ABWI100112106504W400,1,-130019.00065197001,210.7690232783912
Mahihkan Battery 02-21,ABWI110032206504W400,1,-130672.18446215297,207.1001973698324
Mahihkan Battery 02-21,ABWI103091606504W400,2,-131208.14553780277,816.1377724597323
Mahihkan Battery 02-21,ABWI103073406504W400,1,-131513.15911137703,206.619798487041
Mahihkan Battery 02-21,ABWI107161006504W400,1,-135400.38238165656,195.0735324427524
Mahihkan Battery 02-21,ABWI110092106504W400,2,-135716.2998509789,796.5610189201607
Mahihkan Battery 02-21,ABWI109163406504W400,1,-135868.8651955415,191.4229021573371
Nabiye 11-23,ABWI103140106603W400,1,-136222.01510237856,190.6656212481032
Mahihkan Battery 02-21,ABWI105062706504W400,1,-138370.80689886925,184.68042059990984
Mahihkan Battery 02-21,ABWI109121406504W400,1,-139050.39630738535,183.46622623954244
Mahihkan Battery 02-21,ABWI100031506504W400,2,-141845.61838060967,772.701178700029
Mahihkan Battery 02-21,ABWI103142106604W400,2,-144036.91307087638,766.6018140826012
Mahihkan Battery 02-21,ABWI108102106504W400,1,-146501.27915668444,160.01076657507048
Mahihkan Battery 02-21,ABWI104151506504W400,2,-146617.48781725694,758.8755507428737
Mahihkan Battery 02-21,ABWI107061506504W402,1,-146721.6818281081,159.86247994321178
Mahihkan Battery 02-21,ABWI103102206504W400,1,-147672.1847341596,156.6435565339619
Mahihkan Battery 02-21,ABWI103122806504W400,1,-147726.23260977,157.4532599748537
Mahihkan Battery 02-21,ABWI104113506504W400,1,-148908.885411758,152.41895520081505
Mahihkan Battery 02-21,ABWI104082106504W400,1,-149786.81614336817,151.3651127215349
Mahihkan Battery 02-21,ABWI105102706504W400,2,-152307.15927854014,741.944946365207
Mahihkan Battery 02-21,ABWI100160306604W400,1,-154499.45422560128,135.99939224545128
Mahihkan Battery 02-21,ABWI109111006504W400,1,-154600.26803853989,134.30715670472952
Mahihkan Battery 02-21,ABWI100101606504W400,1,-157330.92676216582,126.70624753520482
Mahihkan Battery 02-21,ABWI103091506504W400,2,-157689.32617392275,727.2737198332944
Mahihkan Battery 02-21,ABWI108091606504W400,1,-158385.03959638043,124.091212654478
Mahihkan Battery 02-21,ABWI100122206504W400,1,-160716.8134584905,117.73593871652564
Mahihkan Battery 02-21,ABWI104142206504W400,1,-163082.81373782514,110.56890702519968
Mahihkan Battery 02-21,ABWI109102106504W400,1,-166490.7438156661,100.84276157924836
Mahihkan Battery 02-21,ABWI106022806604W400,2,-167005.7556499272,701.404490327613
Mahihkan Battery 02-21,ABWI107151006504W400,2,-167140.70342600136,696.5722639804434
Mahihkan Battery 02-21,ABWI104131406504W400,1,-169108.87502427914,91.99180014971508
Mahihkan Battery 02-21,ABWI102072106504W400,2,-169853.48919312767,692.3645541835772
Mahihkan Battery 02-21,ABWI100072106504W400,1,-177669.6154445591,66.42435327428626
Mahihkan Battery 02-21,ABWI103102706504W400,1,-177908.24530081742,65.66495195940593
Mahihkan Battery 02-21,ABWI110142606504W400,1,-178711.93093539812,64.62064864825936
Nabiye 11-23,ABWI102011106603W400,2,-180630.5148122165,658.9933891300373
Nabiye 11-23,ABWI102091206603W400,2,-181816.24995039182,652.6278859935675
Mahihkan Battery 02-21,ABWI103083406504W400,1,-186085.5589134722,41.23692009319187
Mahihkan Battery 02-21,ABWI107122606504W400,2,-186323.8399038532,653.5808036934637
Mahihkan Battery 02-21,ABWI104042606504W400,1,-186524.38007789297,40.45872703501077
Mahihkan Battery 02-21,ABWI104073406504W400,1,-186980.40471336592,38.77775201162385
Mahihkan Battery 02-21,ABWI100132606504W400,1,-187886.70529454885,36.35361457859541
Mahihkan Battery 02-21,ABWI105102106504W400,1,-189048.72869411818,32.73524450690912
Mahihkan Battery 02-21,ABWI110112606504W400,1,-189490.91650011315,31.14870768938755
Mahihkan Battery 02-21,ABWI103032306504W400,1,-189733.24167487738,30.630295283557334
Mahihkan Battery 02-21,ABWI103093406504W400,2,-189800.8698820374,626.5393845443001
Nabiye 11-23,ABWI103011306603W400,2,-189887.93564979415,635.9524469041958
Mahihkan Battery 02-21,ABWI109091506504W400,2,-190242.0564014553,627.7645809548775
Nabiye 11-23,ABWI102062406603W400,2,-191672.5931435131,623.01708067874
Mahihkan Battery 02-21,ABWI107070306604W400,2,-192452.63935455,626.7581289392576
Mahihkan Battery 02-21,ABWI100132206504W400,2,-193221.32059281736,624.1833315242077
Mahihkan Battery 02-21,ABWI105061506504W400,3,-196201.39921829285,1220.3861933258968
Mahihkan Battery 02-21,ABWI104030306604W400,3,-204464.47042631227,1187.8420262060704
Mahihkan Battery 02-21,ABWI110113506504W400,2,-211059.74811384018,565.1843381998376
Mahihkan Battery 02-21,ABWI110151506504W400,2,-215170.81406794046,559.9351162864002
Mahihkan Battery 02-21,ABWI100151506504W400,2,-216030.6567613525,548.6203161075732
Mahihkan Battery 02-21,ABWI108062806504W400,2,-217136.7552116706,550.4183764299024
Nabiye 11-23,ABWI104151206603W400,2,-218834.95073266665,549.4793638355205
Nabiye 11-23,ABWI103160206603W400,3,-220056.8621464016,1134.3830798605038
Mahihkan Battery 02-21,ABWI108112806504W400,3,-227275.42879534018,1124.2288979871068
Mahihkan Battery 02-21,ABWI111161006504W400,2,-230006.945333388,508.59950229202536
Mahihkan Battery 02-21,ABWI100152806604W400,3,-232019.5518601722,1112.7386682550796
Mahihkan Battery 02-21,ABWI104091606504W400,2,-243404.90267120046,467.33485579202363
Nabiye 11-23,ABWI107130106603W400,4,-244140.06124741107,1668.0423105711277
Mahihkan Battery 02-21,ABWI109161506504W400,4,-246141.21142954152,1672.3763386771711
Mahihkan Battery 02-21,ABWI111052606504W400,2,-246379.646909718,458.3826762627184
Mahihkan Battery 02-21,ABWI105070306604W400,3,-262197.6400597637,1006.6843996281765
Mahihkan Battery 02-21,ABWI110102106504W400,2,-270819.8916706263,392.80678428163924
Mahihkan Battery 02-21,ABWI103112806504W400,2,-273946.9978713581,375.67756949065705
Mahihkan Battery 02-21,ABWI109072106504W400,3,-281293.3925971281,963.3495612453903
Nabiye 11-23,ABWI100151206603W400,2,-282299.494837045,351.0292488306432
Mahihkan Battery 02-21,ABWI105051506504W400,2,-289069.6750673833,331.6164016266651
Mahihkan Battery 02-21,ABWI110142806504W400,2,-304769.57236809685,284.8440017676683
Mahihkan Battery 02-21,ABWI108122606504W400,2,-312949.82967687014,260.3853778217659
Mahihkan Battery 02-21,ABWI107051506504W400,2,-321643.564237187,233.21044498088168
Mahihkan Battery 02-21,ABWI105042306504W400,5,-324167.25003043795,2033.87255841927
Mahihkan Battery 02-21,ABWI106070306604W400,2,-335532.4400465952,191.68525176462754
Mahihkan Battery 02-21,ABWI105062206504W400,2,-344136.10342845647,167.00157729917802
Mahihkan Battery 02-21,ABWI105121506504W400,2,-349841.03755663976,148.9568863529466
Mahihkan Battery 02-21,ABWI104152106504W400,2,-350264.7736450686,150.8819475178785
Mahihkan Battery 02-21,ABWI104122606504W400,2,-352893.22299468407,141.7784648467329
